id,text,label_l1,label_l2,scenario,source,complexity
5591,Отменап риёма,booking,cancel,booking_flow,augmented,simple
5592,До встречи?,conversational,farewell,conversation_flow,augmented,simple
5593,"Скажите, всего доборго",conversational,farewell,conversation_flow,augmented,complex
5594,Можно есть после процедуры...,faq,visit_prep,faq_flow,augmented,simple
5595,А вдру гне получится?,faq,followup,faq_flow,augmented,simple
5596,Как проходит отбеливание?,faq,procedure,faq_flow,variation,simple
5597,Болит челюсть уже с утра,anamnesis,symptom,anamnesis_flow,variation,simple
5598,Перенесите на сегдоня,booking,reschedule,booking_flow,augmented,simple
5599,Понянто,conversational,confirmation,conversation_flow,augmented,simple
5600,"Подскажите, посоветуюсь заранее спасибо",conversational,unclear,clarification_flow,augmented,complex
5601,После осмотр у Лебедевой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5602,Сколько нельзя пить алкоголь после виниры 👍,faq,visit_prep,faq_flow,augmented,medium
5603,А если не помжоет?,faq,followup,faq_flow,augmented,simple
5604,Персонал хамит.,negative_feedback,staff,escalation_flow,augmented,simple
5605,Понятно заранее спасибо,conversational,confirmation,conversation_flow,augmented,simple
5606,требую компенсацию!!,negative_feedback,general,escalation_flow,augmented,simple
5607,Можно на вечер?,booking,new_appointment,booking_flow,variation,simple
5608,Отмените запись?!,booking,cancel,booking_flow,augmented,simple
5609,Можно на другой день зараНее спасибо,booking,reschedule,booking_flow,augmented,medium
5610,"Добрый день, врач Смирновой не объяснил",negative_feedback,staff,escalation_flow,augmented,complex
5611,Сколько нельзя пить алкоголь после удаление?,faq,visit_prep,faq_flow,variation,medium
5612,Мне не перезвонили месяц пожалуйста,negative_feedback,service_issue,escalation_flow,augmented,simple
5613,можно перенести на азвтра?,booking,reschedule,booking_flow,augmented,simple
5614,Запишите к гигиенисту,booking,new_appointment,booking_flow,variation,simple
5615,Запись к терапевту на вторник,booking,new_appointment,booking_flow,variation,simple
5616,Можно без этого пожалуйста.,faq,followup,faq_flow,augmented,simple
5617,А если я не буду 👍,faq,followup,faq_flow,augmented,medium
5618,БОЛИТ ДСЕНА УЖЕ НЕСКОЛЬКО ДНЕЙ,anamnesis,symptom,anamnesis_flow,augmented,simple
5619,"треснул зуб, что делать 🦷",anamnesis,complaint,anamnesis_flow,augmented,complex
5620,"Привет, перенесите на в ближайшее время",booking,reschedule,booking_flow,augmented,complex
5621,Позоивте главврача,negative_feedback,general,escalation_flow,augmented,simple
5622,Срок службы!,faq,procedure,faq_flow,augmented,simple
5623,Ждал с утра 😊,negative_feedback,service_issue,escalation_flow,augmented,simple
5624,Можно перенести на на следующей неделе?,booking,reschedule,booking_flow,variation,medium
5625,сколько длится пломбирование спасибо,faq,procedure,faq_flow,augmented,simple
5626,Нужно отменить?!,booking,cancel,booking_flow,augmented,simple
5627,Сколько нельзя есть после имплантацию?,faq,visit_prep,faq_flow,variation,simple
5628,Есть WhatsApp заранее спасибо,faq,clinic_info,faq_flow,augmented,simple
5629,"Скажите, а если я не буду?",faq,followup,faq_flow,augmented,complex
5630,"Не смогу прийти, уезжаю пожалуйста",booking,cancel,booking_flow,augmented,complex
5631,До скольки работаете?,faq,clinic_info,faq_flow,template,simple
5632,"Подскажите, сколько нельзя пить алкоголь после лечение каналов.",faq,visit_prep,faq_flow,augmented,complex
5633,Посел чистку у Иванова стало хуже?!,negative_feedback,quality,escalation_flow,augmented,medium
5634,где вын аходитесь?,faq,clinic_info,faq_flow,augmented,simple
5635,"Скажите, надоп осоветоваться",conversational,unclear,clarification_flow,augmented,complex
5636,не смог одзвониться,negative_feedback,service_issue,escalation_flow,augmented,simple
5637,Запись к ортопеду на послезавтра?!,booking,new_appointment,booking_flow,augmented,simple
5638,"Здравствуйте, надо подумать",conversational,unclear,clarification_flow,augmented,complex
5639,"Подскажите, запись куда-то пропала",negative_feedback,service_issue,escalation_flow,augmented,complex
5640,Можноп озже?,booking,reschedule,booking_flow,augmented,simple
5641,После осмотр у Лебедевой стало хуже?!,negative_feedback,quality,escalation_flow,augmented,medium
5642,Снимиет меня с записи,booking,cancel,booking_flow,augmented,simple
5643,коронку это больно 🦷,faq,procedure,faq_flow,augmented,simple
5644,ДобРое урто,conversational,greeting,conversation_flow,augmented,simple
5645,Врач Волкова не объяснил заранее спасибо,negative_feedback,staff,escalation_flow,augmented,medium
5646,Нужно сделать снимок,booking,new_appointment,booking_flow,template,simple
5647,"Привет, до скорого заранее спасибо",conversational,farewell,conversation_flow,augmented,complex
5648,"Добрый день, недоволено бслуживанием",negative_feedback,general,escalation_flow,augmented,complex
5649,Приветствую спасибо,conversational,greeting,conversation_flow,augmented,simple
5650,нижняя десна периодически болит,anamnesis,symptom,anamnesis_flow,variation,simple
5651,После лечение кариеса у Иванова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5652,"Добрый день, записал 🦷",conversational,confirmation,conversation_flow,augmented,complex
5653,"Привет, какие ещё варианты?",faq,followup,faq_flow,augmented,complex
5654,Работатее в субботу?,faq,clinic_info,faq_flow,augmented,simple
5655,Большое спаисбо,conversational,gratitude,conversation_flow,augmented,simple
5656,что делать если отёк спасибо,faq,visit_prep,faq_flow,augmented,simple
5657,Врач Новикова не объяснил,negative_feedback,staff,escalation_flow,variation,simple
5658,ВолковА был груб 👍,negative_feedback,staff,escalation_flow,augmented,simple
5659,Так и не перезвонили 👍,negative_feedback,service_issue,escalation_flow,augmented,simple
5660,Согласен.,conversational,confirmation,conversation_flow,augmented,simple
5661,Есть лазер?,faq,clinic_info,faq_flow,variation,simple
5662,Спасибо за помощь?,conversational,gratitude,conversation_flow,augmented,simple
5663,"Здравствуйте, запись к пародонтологу на субботу",booking,new_appointment,booking_flow,augmented,complex
5664,"Скажите, мне нахамили",negative_feedback,staff,escalation_flow,augmented,complex
5665,"Да, хорошо...",conversational,confirmation,conversation_flow,augmented,complex
5666,А если я не буду 🙏,faq,followup,faq_flow,augmented,medium
5667,Прощайте пожалуйста пожалуйста,conversational,farewell,conversation_flow,augmented,simple
5668,Случилось выпала пломба 😊,anamnesis,complaint,anamnesis_flow,augmented,simple
5669,Сколько нельзя курить после лечение каналов спасибо,faq,visit_prep,faq_flow,augmented,medium
5670,"Добрый день, есть ортооднт?",faq,clinic_info,faq_flow,augmented,complex
5671,Точн онужно?,faq,followup,faq_flow,augmented,simple
5672,Хочу оставить жалобу.,negative_feedback,general,escalation_flow,augmented,simple
5673,Сколько стоит профгигиену!!,faq,price,faq_flow,augmented,simple
5674,"Здравствуйте, окей",conversational,confirmation,conversation_flow,augmented,complex
5675,Не понравилось пожалуйста!!,negative_feedback,general,escalation_flow,augmented,simple
5676,Прикусил язык 😊,anamnesis,complaint,anamnesis_flow,augmented,simple
5677,Зуб треснул!!,anamnesis,complaint,anamnesis_flow,augmented,simple
5678,Возможно заранее спасибо...,conversational,unclear,clarification_flow,augmented,simple
5679,Ужсаный сервис,negative_feedback,general,escalation_flow,augmented,simple
5680,"Скажите, появилась дырка в зубе заранее спасибо",anamnesis,complaint,anamnesis_flow,augmented,complex
5681,Нужно реставрацию...,anamnesis,services,anamnesis_flow,augmented,simple
5682,Есть лазер.,faq,clinic_info,faq_flow,augmented,simple
5683,"Скажите, запись потеряли...",negative_feedback,service_issue,escalation_flow,augmented,complex
5684,Есть нАркоз?!,faq,clinic_info,faq_flow,augmented,simple
5685,Сколько нельзя заниматься спортом после коронку?,faq,visit_prep,faq_flow,variation,medium
5686,"Добрый день, ретейнер отклеился",anamnesis,complaint,anamnesis_flow,augmented,complex
5687,Привет заранее спасибо пожалуйста,conversational,greeting,conversation_flow,augmented,simple
5688,Можно раньше спасибо,booking,reschedule,booking_flow,augmented,simple
5689,МОЖТЕ БЫТЬ,conversational,unclear,clarification_flow,augmented,simple
5690,СКОЛЬКО БУДЕТ СТОИТЬ ВСЁ ЛЕЧЕНИЕ,faq,price,faq_flow,augmented,simple
5691,снимок это боьлно?,faq,procedure,faq_flow,augmented,simple
5692,"Скажите, спасибо, всё понятно.",conversational,gratitude,conversation_flow,augmented,complex
5693,"отмените запись, не смогу?!",booking,cancel,booking_flow,augmented,complex
5694,"Подскажите, случилось шатается зуб",anamnesis,complaint,anamnesis_flow,augmented,complex
5695,Есть у вас рентген?,faq,clinic_info,faq_flow,template,simple
5696,"Подскажите, можно перенести на в ближайшее время?",booking,reschedule,booking_flow,augmented,complex
5697,Записал пожалуйста,conversational,confirmation,conversation_flow,augmented,simple
5698,Есть альтернативы 👍,faq,procedure,faq_flow,augmented,simple
5699,У меня острая боль со вчера,anamnesis,symptom,anamnesis_flow,variation,medium
5700,Отмените приём пожалуйста,booking,cancel,booking_flow,augmented,simple
5701,Сколько держится?,faq,procedure,faq_flow,template,simple
5702,Врач Сидорова не объяснил 🙏,negative_feedback,staff,escalation_flow,augmented,simple
5703,"Отмените запись, занят на работе заранее спасибо",booking,cancel,booking_flow,augmented,complex
5704,Плхоая клиника 😢,negative_feedback,general,escalation_flow,augmented,simple
5705,Болит десна,anamnesis,symptom,anamnesis_flow,template,simple
5706,Позовите главврача!,negative_feedback,general,escalation_flow,augmented,simple
5707,Приветствую 🦷 🦷,conversational,greeting,conversation_flow,augmented,simple
5708,Окей 😢,conversational,confirmation,conversation_flow,augmented,simple
5709,Запись к ортопеду на утро,booking,new_appointment,booking_flow,variation,simple
5710,Запись к детскому стоматологу на субботу?,booking,new_appointment,booking_flow,augmented,medium
5711,Врач ИваноВа не объяснил...,negative_feedback,staff,escalation_flow,augmented,simple
5712,Врач Морозовой не объяснил,negative_feedback,staff,escalation_flow,variation,simple
5713,"Скажите, что вы рекомендуете?!",faq,followup,faq_flow,augmented,complex
5714,"Добрый день, я вам перезвоню",conversational,unclear,clarification_flow,augmented,complex
5715,"Добрый день, не смогу прийти, занят на работе",booking,cancel,booking_flow,augmented,complex
5716,"ПодсКажите, не смогу прийти, не смогу",booking,cancel,booking_flow,augmented,complex
5717,Хорошо 😢,conversational,confirmation,conversation_flow,augmented,simple
5718,Работатее в вечер 😢,faq,clinic_info,faq_flow,augmented,simple
5719,"НЕ СМОГУ ПРИЙТИ, ЗАНЯТ НА РАБОТЕ 🙏",booking,cancel,booking_flow,augmented,complex
5720,Беспокоит боль при жевании,anamnesis,symptom,anamnesis_flow,variation,simple
5721,Ага 🦷,conversational,confirmation,conversation_flow,augmented,simple
5722,Запись к хирургу на в ближайшее время 😢,booking,new_appointment,booking_flow,augmented,medium
5723,Какие обезболивающие можно?,faq,visit_prep,faq_flow,template,simple
5724,"Здравствуйте, здравствуйте!",conversational,greeting,conversation_flow,augmented,complex
5725,Как часто нужна чистка,faq,visit_prep,faq_flow,augmented,simple
5726,"Скажите, отмените запись, заболел",booking,cancel,booking_flow,augmented,complex
5727,После протезирование у Новикова стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5728,Надо подумать 👍,conversational,unclear,clarification_flow,augmented,simple
5729,"Отменитез апись, заболел",booking,cancel,booking_flow,augmented,complex
5730,сколько держится.,faq,procedure,faq_flow,augmented,simple
5731,ПОЗОВИТЕ ГЛАВВРАЧА 🙏,negative_feedback,general,escalation_flow,augmented,simple
5732,Воспаление после удаления 🦷,negative_feedback,quality,escalation_flow,augmented,simple
5733,"Здравствуйте, снова болит после лечения",negative_feedback,quality,escalation_flow,augmented,complex
5734,"Добрый день, здрасте 👍",conversational,greeting,conversation_flow,augmented,complex
5735,Нужно осмотр,anamnesis,services,anamnesis_flow,variation,simple
5736,После виниры у Волкова стало хуже заранее спасибо,negative_feedback,quality,escalation_flow,augmented,medium
5737,"ноющая боль, что делать?",anamnesis,symptom,anamnesis_flow,variation,simple
5738,Работаете в послезавтра 🦷,faq,clinic_info,faq_flow,augmented,simple
5739,У меня острая боль со вчера?!,anamnesis,symptom,anamnesis_flow,augmented,medium
5740,"Подскажите, запись к гигиенисту на пятницу",booking,new_appointment,booking_flow,augmented,complex
5741,ГДЕ ОСТАВИТЬ ЖАЛОБУ?!,negative_feedback,general,escalation_flow,augmented,simple
5742,Возможно спасибо,conversational,unclear,clarification_flow,augmented,simple
5743,"Подскажите, здарсте",conversational,greeting,conversation_flow,augmented,complex
5744,До скорого 🙏,conversational,farewell,conversation_flow,augmented,simple
5745,планирую пломбирование пожалуйста,anamnesis,services,anamnesis_flow,augmented,simple
5746,Как проходит пломбирование,faq,procedure,faq_flow,augmented,simple
5747,Перенесите на вечер пожалуйста,booking,reschedule,booking_flow,augmented,simple
5748,как проходит лечение кариеса пожалуйста,faq,procedure,faq_flow,augmented,simple
5749,"Привет, пока не решил 🦷",conversational,unclear,clarification_flow,augmented,complex
5750,Хочу поговорить с руквоодством спасибо,negative_feedback,general,escalation_flow,augmented,simple
5751,МОЖНО НА ПЯТНИЦУ,booking,new_appointment,booking_flow,augmented,simple
5752,"Добрый день, требую компенсацию спасибо",negative_feedback,general,escalation_flow,augmented,complex
5753,Сколько длится осмотр пожалуйста,faq,procedure,faq_flow,augmented,simple
5754,Ок?!,conversational,confirmation,conversation_flow,augmented,simple
5755,"Скажите, пломба выпала...",anamnesis,complaint,anamnesis_flow,augmented,complex
5756,После К Ту Кузнецовой стало хуже,negative_feedback,quality,escalation_flow,augmented,medium
5757,передний зуб немного болит,anamnesis,symptom,anamnesis_flow,variation,simple
5758,ПОКА?,conversational,farewell,conversation_flow,augmented,simple
5759,Болит нижняя десна уже давно,anamnesis,symptom,anamnesis_flow,variation,simple
5760,"Привет, ждал день",negative_feedback,service_issue,escalation_flow,augmented,complex
5761,Врач Иванован е обяъснил,negative_feedback,staff,escalation_flow,augmented,simple
5762,Не понравилоьс...,negative_feedback,general,escalation_flow,augmented,simple
5763,После элайнеры у Смирновой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5764,Добрйы день пожалуйста,conversational,greeting,conversation_flow,augmented,simple
5765,Отказ от запиис 😊,booking,cancel,booking_flow,augmented,simple
5766,Хочу перенести запись,booking,reschedule,booking_flow,template,simple
5767,Не получится прийти 🙏.,booking,cancel,booking_flow,augmented,simple
5768,Очень долго ждал.,negative_feedback,service_issue,escalation_flow,augmented,simple
5769,ВсЕго хорошего!,conversational,farewell,conversation_flow,augmented,simple
5770,После протезирование у Новикова стало хуже.,negative_feedback,quality,escalation_flow,augmented,medium
5771,Ждал несокльк одней,negative_feedback,service_issue,escalation_flow,augmented,simple
5772,"Добрый день, не получается в это время пожалуйста",booking,reschedule,booking_flow,augmented,complex
5773,Позже,conversational,unclear,clarification_flow,template,simple
5774,"Подскажите, до свидания 😢",conversational,farewell,conversation_flow,augmented,complex
5775,Плоха яклиника,negative_feedback,general,escalation_flow,augmented,simple
5776,Поозвите главврача,negative_feedback,general,escalation_flow,augmented,simple
5777,"Подскажите, планирую лечение каналов 😊",anamnesis,services,anamnesis_flow,augmented,complex
5778,"Здравствуйте, верхняя десна очень болит",anamnesis,symptom,anamnesis_flow,augmented,complex
5779,После КТ у Кузнецовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5780,Можно перенести на на следующей неделе.,booking,reschedule,booking_flow,augmented,medium
5781,АЛЛО 😊,conversational,greeting,conversation_flow,augmented,simple
5782,Благодарю вас.,conversational,gratitude,conversation_flow,augmented,simple
5783,Хочу к пародонтологу,booking,new_appointment,booking_flow,variation,simple
5784,ЗдрастЕ...,conversational,greeting,conversation_flow,augmented,simple
5785,Спасибо за помощь 👍,conversational,gratitude,conversation_flow,augmented,simple
5786,Работаете в четверг...,faq,clinic_info,faq_flow,augmented,simple
5787,У меня острая боль давно,anamnesis,symptom,anamnesis_flow,variation,simple
5788,"Здравствуйте, сколько длится удаление спасибо",faq,procedure,faq_flow,augmented,complex
5789,После чистку у Иванова сталох уже спасибо,negative_feedback,quality,escalation_flow,augmented,medium
5790,Не уверен,conversational,unclear,clarification_flow,template,simple
5791,"Скажите, ладно",conversational,confirmation,conversation_flow,augmented,complex
5792,Перезапишите нау тро заранее спасибо,booking,reschedule,booking_flow,augmented,simple
5793,КАКАЯ ЦЕНА НА КОНСУЛЬТАЦИЮ,faq,price,faq_flow,augmented,simple
5794,"Здравствуйте, у меня треснул зуб",anamnesis,complaint,anamnesis_flow,augmented,complex
5795,Какая цена на отбеливание?,faq,price,faq_flow,variation,simple
5796,Врач опоздал пожалуйста,negative_feedback,service_issue,escalation_flow,augmented,simple
5797,Петровойб ыл груб,negative_feedback,staff,escalation_flow,augmented,simple
5798,Зуб шатается,anamnesis,complaint,anamnesis_flow,template,simple
5799,"Привет, всего доброго 🦷",conversational,farewell,conversation_flow,augmented,complex
5800,Привет 👍,conversational,greeting,conversation_flow,augmented,simple
5801,Болит нижняя десна уже с утра,anamnesis,symptom,anamnesis_flow,variation,medium
5802,Отмена записи 🦷,booking,cancel,booking_flow,augmented,simple
5803,СЛОМАЛСЯ ПРОТЕЗ!,anamnesis,complaint,anamnesis_flow,augmented,simple
5804,После осмотр у Кузнецовой тсало хуже,negative_feedback,quality,escalation_flow,augmented,medium
5805,Большое спасибо пожалуйста,conversational,gratitude,conversation_flow,augmented,simple
5806,После консультацию у Смирновой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5807,Хооршо спасибо,conversational,confirmation,conversation_flow,augmented,simple
5808,Хочу отменить заипсь,booking,cancel,booking_flow,augmented,simple
5809,Ждалд ень,negative_feedback,service_issue,escalation_flow,augmented,simple
5810,Сколько нельзя курить после пломбирование 🙏,faq,visit_prep,faq_flow,augmented,medium
5811,Чем полоскать после удаления?,faq,visit_prep,faq_flow,template,simple
5812,Спасибо за инфромацию,conversational,gratitude,conversation_flow,augmented,simple
5813,Какая цена на лечение кариеса,faq,price,faq_flow,augmented,simple
5814,Как подготовиться к осмотр пожалуйста,faq,visit_prep,faq_flow,augmented,simple
5815,Возможно заранее спасибо спасибо,conversational,unclear,clarification_flow,augmented,simple
5816,"Скажите, сколько держится?",faq,procedure,faq_flow,augmented,complex
5817,Это возмутительно,negative_feedback,general,escalation_flow,template,simple
5818,А если не поможет?,faq,followup,faq_flow,template,simple
5819,Ок заранее спасибо,conversational,confirmation,conversation_flow,augmented,simple
5820,НУЖНО ОМТЕНИТЬ,booking,cancel,booking_flow,augmented,simple
5821,зуб сиьлно болит,anamnesis,symptom,anamnesis_flow,augmented,simple
5822,Ясно 👍,conversational,confirmation,conversation_flow,augmented,simple
5823,Записаться на рентген,booking,new_appointment,booking_flow,template,simple
5824,"Здравствуйте, ладно заранее спасибо",conversational,confirmation,conversation_flow,augmented,complex
5825,"Привет, планирую исправить прикус",anamnesis,services,anamnesis_flow,augmented,complex
5826,"Подскажите, врач опоздал на полчаса",negative_feedback,service_issue,escalation_flow,augmented,complex
5827,сколько нельзя есть после пломбирование пожалуйста,faq,visit_prep,faq_flow,augmented,medium
5828,Когда можно есть твёрдое пожалуйста,faq,visit_prep,faq_flow,augmented,simple
5829,Сколько длится брекеты...,faq,procedure,faq_flow,augmented,simple
5830,"Добрый день, непрофессионаЛьное отношение",negative_feedback,staff,escalation_flow,augmented,complex
5831,Долго ждал в очереди,negative_feedback,service_issue,escalation_flow,template,simple
5832,ВЕРХНЯЯ ДЕСНА НОЧЬЮ БОЛИТ 😊,anamnesis,symptom,anamnesis_flow,augmented,simple
5833,"Подскажите, нужно имплантацию",anamnesis,services,anamnesis_flow,augmented,complex
5834,Есть время на субботу 🙏,booking,new_appointment,booking_flow,augmented,simple
5835,Какая цена на чистку?,faq,price,faq_flow,variation,simple
5836,Есть экстренный приём?,booking,new_appointment,booking_flow,template,simple
5837,После лечение кариеса у Морозовой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5838,"Подскажите, прощайте 😊",conversational,farewell,conversation_flow,augmented,complex
5839,Хочу поговорить с руководством!,negative_feedback,general,escalation_flow,augmented,simple
5840,Стоимост ькоронки?,faq,price,faq_flow,augmented,simple
5841,У меня ноющая боль с утра 🦷,anamnesis,symptom,anamnesis_flow,augmented,medium
5842,лечение каналов сколько стоит?,faq,price,faq_flow,variation,simple
5843,Сколько длится КТ спасибо,faq,procedure,faq_flow,augmented,simple
5844,Окей 😢?!,conversational,confirmation,conversation_flow,augmented,simple
5845,Ждал два дня 🦷,negative_feedback,service_issue,escalation_flow,augmented,simple
5846,"Заболе,л не приду",booking,cancel,booking_flow,augmented,complex
5847,"отмените запись, уезжаю!!",booking,cancel,booking_flow,augmented,complex
5848,Догвоорились,conversational,confirmation,conversation_flow,augmented,simple
5849,Можно перенетси на четверг?,booking,reschedule,booking_flow,augmented,simple
5850,удаление это больно 👍,faq,procedure,faq_flow,augmented,simple
5851,Ждал день.,negative_feedback,service_issue,escalation_flow,augmented,simple
5852,"Добрый день, здорово 🦷",conversational,greeting,conversation_flow,augmented,complex
5853,Хочу удаление 👍,anamnesis,services,anamnesis_flow,augmented,simple
5854,Не нзаю,conversational,unclear,clarification_flow,augmented,simple
5855,Здрасте 🦷,conversational,greeting,conversation_flow,augmented,simple
5856,СпаСибо заранее спасибо,conversational,gratitude,conversation_flow,augmented,simple
5857,После снимок у Петровой стало хуже,negative_feedback,quality,escalation_flow,variation,medium
5858,"Скажите, у меня пульсирующа яболь день",anamnesis,symptom,anamnesis_flow,augmented,complex
5859,"Добрый день, до скорого",conversational,farewell,conversation_flow,augmented,complex
5860,"Подскажите, перезвоню",conversational,unclear,clarification_flow,augmented,complex
5861,после консультацию у сидорова стало хуже пожалуйста,negative_feedback,quality,escalation_flow,augmented,medium
5862,Не смогу прийти пожалуйста,booking,cancel,booking_flow,augmented,simple
5863,Позже?!,conversational,unclear,clarification_flow,augmented,simple
5864,Ужасынй сервис!!,negative_feedback,general,escalation_flow,augmented,simple
5865,Запись к имплантологу на воскресенье,booking,new_appointment,booking_flow,variation,simple
5866,Ждал день,negative_feedback,service_issue,escalation_flow,variation,simple
5867,"Здравствуйте, а вдруг не получится",faq,followup,faq_flow,augmented,complex
5868,А что будет если пожалуйста спасибо,faq,followup,faq_flow,augmented,medium
5869,"Добрый день, спс",conversational,gratitude,conversation_flow,augmented,complex
5870,"Добрый день, возможно!",conversational,unclear,clarification_flow,augmented,complex
5871,а вдруг неп олучится?,faq,followup,faq_flow,augmented,simple
5872,случилось слетела коронка...,anamnesis,complaint,anamnesis_flow,augmented,simple
5873,Скольок длится виниры?,faq,procedure,faq_flow,augmented,simple
5874,Не есйчас,conversational,unclear,clarification_flow,augmented,simple
5875,Да?,conversational,confirmation,conversation_flow,augmented,simple
5876,"Привет, можно записаться онлайн?",faq,clinic_info,faq_flow,augmented,complex
5877,Привет 🙏!,conversational,greeting,conversation_flow,augmented,simple
5878,Винир отклеился?!,anamnesis,complaint,anamnesis_flow,augmented,simple
5879,"Спасибо, всё опнятно",conversational,gratitude,conversation_flow,augmented,complex
5880,Работаете в сегодня,faq,clinic_info,faq_flow,augmented,simple
5881,Как к авм проехать?,faq,clinic_info,faq_flow,augmented,simple
5882,Болит нижний зуб уже две недели,anamnesis,symptom,anamnesis_flow,variation,medium
5883,НАВЕНРОЕ,conversational,unclear,clarification_flow,augmented,simple
5884,Эй заранее спасибо пожалуйста,conversational,greeting,conversation_flow,augmented,simple
5885,Здрасвтвуйте!,conversational,greeting,conversation_flow,augmented,simple
5886,"Добрый день, а если я не буду?",faq,followup,faq_flow,augmented,complex
5887,Хочу оставить жалобу спасибо.,negative_feedback,general,escalation_flow,augmented,simple
5888,"Изменились планы, нужно перенести!!",booking,reschedule,booking_flow,augmented,complex
5889,Запишите кг игиенисту,booking,new_appointment,booking_flow,augmented,simple
5890,Стоимость удаления заранее спасибо,faq,price,faq_flow,augmented,simple
5891,Не уделили внимания 😢,negative_feedback,staff,escalation_flow,augmented,simple
5892,Ждал месяц,negative_feedback,service_issue,escalation_flow,variation,simple
5893,"Привет, доброе утро спасибо",conversational,greeting,conversation_flow,augmented,complex
5894,Плохая клиника?!,negative_feedback,general,escalation_flow,augmented,simple
5895,Не знаю!!,conversational,unclear,clarification_flow,augmented,simple
5896,Перенесите на четверг,booking,reschedule,booking_flow,variation,simple
5897,Что нельзя после бреекты?,faq,visit_prep,faq_flow,augmented,simple
5898,Запись к терапевту на вечер,booking,new_appointment,booking_flow,variation,simple
5899,спаисбо большое,conversational,gratitude,conversation_flow,augmented,simple
5900,Где вы находитесь!!,faq,clinic_info,faq_flow,augmented,simple
5901,Запись к челюстно-лицевому хирургу на четверг,booking,new_appointment,booking_flow,variation,medium
5902,До скорого пожалуйста!!,conversational,farewell,conversation_flow,augmented,simple
5903,Цена на лечение каиреса пожалуйста,faq,price,faq_flow,augmented,simple
5904,Планирюу удаление,anamnesis,services,anamnesis_flow,augmented,simple
5905,Надо посоветоваться,conversational,unclear,clarification_flow,template,simple
5906,"Подксажите, благодарю вас",conversational,gratitude,conversation_flow,augmented,complex
5907,Планирую лечение кариеса!,anamnesis,services,anamnesis_flow,augmented,simple
5908,"Скажите, до встречи 😊",conversational,farewell,conversation_flow,augmented,complex
5909,"Здравствуйте, можно перенести на послезавтра...",booking,reschedule,booking_flow,augmented,complex
5910,Здорово!!,conversational,greeting,conversation_flow,augmented,simple
5911,"Подскажите, эТО БЕЗОБРАЗИЕ",negative_feedback,general,escalation_flow,augmented,complex
5912,"Подскажите, привет 🙏",conversational,greeting,conversation_flow,augmented,complex
5913,семёрка болит очень 🦷,anamnesis,symptom,anamnesis_flow,augmented,simple
5914,Какая ценан а реставрацию 🦷,faq,price,faq_flow,augmented,simple
5915,Элайнер трЕснул 🙏,anamnesis,complaint,anamnesis_flow,augmented,simple
5916,элайнеры сколько стоит,faq,price,faq_flow,augmented,simple
5917,Цен ана брекеты 😢,faq,price,faq_flow,augmented,simple
5918,Это безопасно?!,faq,procedure,faq_flow,augmented,simple
5919,Сколько нельзя пить после консультацию заранее спасибо,faq,visit_prep,faq_flow,augmented,medium
5920,Работаете в пОнедельник 😊,faq,clinic_info,faq_flow,augmented,simple
5921,Нужно снимокс пасибо,anamnesis,services,anamnesis_flow,augmented,simple
5922,КАК ПРОХОДИТ ПРОТЕЗИРОВАНИЕ 😊,faq,procedure,faq_flow,augmented,simple
5923,"Не смогу прийти, форс-мжаор",booking,cancel,booking_flow,augmented,complex
5924,снимок это больно?,faq,procedure,faq_flow,variation,simple
5925,Зуб изменил цвет пожалуйста,anamnesis,complaint,anamnesis_flow,augmented,simple
5926,"Здравствуйте, а что будет если?",faq,followup,faq_flow,augmented,complex
5927,"Здравствуйте, здорово.",conversational,greeting,conversation_flow,augmented,complex
5928,"Спасибо, всё пноятно",conversational,gratitude,conversation_flow,augmented,complex
5929,После бреекты у Кузнецовой стало хуже?!,negative_feedback,quality,escalation_flow,augmented,medium
5930,Что нельзя после виниры?,faq,visit_prep,faq_flow,variation,simple
5931,Не понравилось...,negative_feedback,general,escalation_flow,augmented,simple
5932,реставрацию это больно заранее спасибо,faq,procedure,faq_flow,augmented,simple
5933,Сколько длится лечение каналов?,faq,procedure,faq_flow,variation,simple
5934,"Подскажите, что вы рекомендуете спасибо",faq,followup,faq_flow,augmented,complex
5935,Не понравилось?,negative_feedback,general,escalation_flow,augmented,simple
5936,перенесите на вторник пожалуйста,booking,reschedule,booking_flow,augmented,simple
5937,Большое спасибо,conversational,gratitude,conversation_flow,template,simple
5938,Сколько нельзя пить алкоголь после профгигиену?,faq,visit_prep,faq_flow,variation,medium
5939,До свиданяи!,conversational,farewell,conversation_flow,augmented,simple
5940,"Добрый день, здравствуйте, спасибо за помощь",conversational,gratitude,conversation_flow,augmented,complex
5941,Стоимость виниров?,faq,price,faq_flow,template,simple
5942,Хочу виниры!!,anamnesis,services,anamnesis_flow,augmented,simple
5943,"Привет, спасибо, до свидания",conversational,gratitude,conversation_flow,augmented,complex
5944,"Подскажите, как подготовиться к имплантацию?",faq,visit_prep,faq_flow,augmented,complex
5945,Добрый вечре!,conversational,greeting,conversation_flow,augmented,simple
