candidate_idx,scenario,text,max_sim_to_hard,nearest_hard_id,max_sim_to_seed,nearest_seed_id,max_sim_to_train,nearest_train_id,auto_reject_reason,intra_pool_duplicate_of
439,simple_symptom_clean,дырка в зубе углубилась,0.8307,switch_045,0.7361,seed_053,0.8135,var_seed_090_2e6509,,
440,simple_symptom_clean,больно глотать из-за десны,0.7298,hard_132,0.7039,seed_018,0.7458,var_seed_032_0a86be,,
441,simple_symptom_clean,щука тянет и ноет,0.6459,hard_166,0.6598,seed_003,0.6639,var_seed_017_7004f9,,
442,simple_symptom_clean,кровоточивость десен усилилась,0.7661,hard_188,0.7697,seed_002,0.7416,var_seed_026_4353ef,,
443,simple_symptom_clean,зуб чувствителен к давлению,0.7251,hard_171,0.7482,seed_001,0.8159,var_seed_004_172696,,
444,simple_symptom_clean,флюс прорвало гноем,0.6797,hard_169,0.7031,seed_034,0.6154,var_seed_018_8d70b7,,
445,simple_symptom_clean,ноет зубик у ребенка ночью,0.7778,hard_120,0.7779,seed_021,0.7982,var_seed_017_503d36,,
446,simple_symptom_clean,десны краснеют и болят,0.7503,switch_003,0.8073,seed_030,0.76,var_seed_032_0a86be,,
447,simple_symptom_clean,боль от зуба отдаёт в ухо,0.7168,hard_086,0.7908,seed_015,0.8523,var_seed_015_32ebab,train>=0.85,
448,simple_symptom_clean,после ореха зуб разболелся,0.8576,hard_130,0.7055,seed_031,0.8007,var_seed_037_c5df4b,hard>=0.85,
449,simple_symptom_clean,запах из зуба плохой,0.735,hard_174,0.837,seed_011,0.7039,var_seed_017_503d36,,
450,simple_symptom_clean,опухло под зубом сильно,0.6931,hard_131,0.6843,seed_013,0.8365,var_seed_005_335836,,
451,simple_symptom_clean,реагирует на сладкий сок,0.6209,hard_027,0.7058,seed_025,0.6306,var_seed_077_c94fcb,,
452,simple_symptom_clean,десна ноет постоянно,0.7828,hard_063,0.6762,seed_043,0.7633,var_seed_006_72236d,,
453,simple_symptom_clean,кровь мешает есть нормально,0.6244,hard_124,0.5899,seed_028,0.6113,var_seed_013_92a211,intra_pool>=0.90,кровь мешает есть
454,simple_symptom_clean,зубы болят при вдохе,0.7146,hard_086,0.7768,seed_001,0.7209,var_seed_004_186c53,,
455,simple_symptom_clean,щека увеличилась в размере,0.8481,switch_034,0.7224,seed_053,0.7508,var_seed_023_65168c,,
456,simple_symptom_clean,больно трогать десну,0.7553,switch_003,0.7087,seed_043,0.7871,var_seed_032_3ae814,,
457,simple_symptom_clean,температура и зуб ноет ужасно,0.7602,hard_174,0.6666,seed_001,0.7666,var_seed_004_8fd4a9,intra_pool>=0.90,температура и зуб ноет
458,simple_symptom_clean,дырка чёрная в зубе видна,0.7618,hard_121,0.7857,seed_061,0.7857,seed_061,,
459,simple_symptom_clean,пульсирует десна у корня,0.6701,hard_188,0.6598,seed_043,0.6842,var_seed_007_7d1fd3,,
460,simple_symptom_clean,чувствую нагноение внутри,0.6474,hard_198,0.6739,seed_274,0.6951,var_seed_003_cd3f51,,
461,simple_symptom_clean,зуб реагирует на ветерок,0.7579,hard_171,0.7274,seed_022,0.7274,seed_022,,
462,simple_symptom_clean,надоело от этой боли в щеке,0.7029,switch_019,0.6643,seed_005,0.6643,seed_005,,
463,simple_symptom_clean,десна отекает по вечерам,0.7309,hard_188,0.7133,seed_021,0.7408,var_seed_017_503d36,,
464,simple_symptom_clean,кровит после каждого приема пищи,0.7001,hard_135,0.6902,seed_013,0.7328,var_seed_013_6756f9,,
465,simple_symptom_clean,ноет нижний ряд зубов,0.7416,hard_174,0.7204,seed_006,0.8475,var_seed_006_35a899,,
466,simple_symptom_clean,боль простреляет в челюсть,0.7825,hard_061h,0.7361,seed_008,0.7535,var_seed_020_001fa6,,
467,simple_symptom_clean,ребенок плачет из-за зуба,0.7817,hard_184,0.7825,seed_014,0.8028,var_seed_060_554b60,,
468,simple_symptom_clean,опухоль на десне не спадает,0.7272,hard_172,0.7011,seed_024,0.7011,seed_024,,
469,simple_symptom_clean,зубик чувствительный к кислому,0.6797,hard_023,0.6599,seed_001,0.8097,var_seed_004_172696,,
470,simple_symptom_clean,ужасно болит при жевании,0.8268,hard_122,0.7342,seed_009,0.738,var_seed_009_21ce42,,
471,simple_symptom_clean,гной из десны сочится,0.8615,hard_169,0.8729,seed_018,1.0,var_seed_018_bd319c,"hard>=0.85,seed>=0.85,train>=0.85",
472,simple_symptom_clean,десны зудят и саднят,0.7112,switch_003,0.7107,seed_032,0.8028,var_seed_032_0a86be,,
473,entity_held_out_simple,делаете имплантацию зубов?,0.8015,switch_035,0.7793,seed_170,0.8626,var_seed_072_196ce6,train>=0.85,
474,entity_held_out_simple,есть брекеты металлические?,0.6821,hard_090,0.8335,seed_221,0.7058,seed_178,,
475,entity_held_out_simple,СКОЛЬКО виниры стоят?,0.7056,switch_001,0.8744,seed_109,0.7249,var_seed_074_0566c3,seed>=0.85,
476,entity_held_out_simple,возможно протезирование на импланты,0.7355,hard_030,0.9155,seed_084,0.8634,var_seed_076_c29637,"seed>=0.85,train>=0.85",
477,entity_held_out_simple,чистка ультразвуком делаете?,0.6989,hard_088,0.6766,seed_107,0.6777,var_seed_075_5d349b,,
478,entity_held_out_simple,скока стоит удаление зуба мудрости,0.7491,hard_014,0.9568,seed_111,0.7577,seed_199,seed>=0.85,
479,entity_held_out_simple,Есть ли лазерное отбеливание?,0.7288,switch_043,0.7463,seed_112,0.7475,var_seed_098_576130,,
480,entity_held_out_simple,лечение каналов под микроскопом возможно?,0.6935,hard_022,0.7699,seed_091,0.7699,seed_091,,
481,entity_held_out_simple,фибры ставите?,0.5837,switch_007,0.6119,seed_350,0.6835,var_seed_072_196ce6,,
482,entity_held_out_simple,сколько панорамный снимок,0.7411,switch_046,0.6681,seed_131,0.6288,var_seed_116_fb0fd2,,
483,entity_held_out_simple,Делаете ли коронки из циркония?,0.6159,hard_108,0.8656,seed_113,0.9254,var_seed_094_00d59f,"seed>=0.85,train>=0.85",
484,entity_held_out_simple,есть услуга установки штифтов,0.5963,hard_026,0.5876,seed_072,0.6155,var_seed_178_a28ce6,,
485,entity_held_out_simple,Скока брекеты сапфировые?,0.587,hard_112,0.6226,seed_221,0.6275,var_seed_202_664179,,
486,entity_held_out_simple,воздушная абразия есть у вас,0.5816,switch_047,0.56,seed_375,0.6922,var_seed_164_0c80b9,,
487,entity_held_out_simple,профессиональная чистка сколько,0.8021,hard_088,0.7857,seed_107,0.7979,var_seed_107_ae47d1,,
488,entity_held_out_simple,делаете мостовидные протезы?,0.6213,hard_030,0.726,seed_180,0.7787,var_seed_079_bba6ab,,
489,entity_held_out_simple,сколько стоит реставрация зуба,0.7499,hard_001,0.7852,seed_131,0.8048,var_seed_107_6fa8a1,,
490,entity_held_out_simple,Есть ли несъемные протезы?,0.5833,hard_030,0.7579,seed_058,0.7605,var_seed_058_d63863,,
491,entity_held_out_simple,керамические вкладки ставят?,0.551,switch_007,0.708,seed_100,0.578,var_seed_072_196ce6,,
492,entity_held_out_simple,скока элайнеры,0.5599,hard_029,0.7176,seed_078,0.7062,var_seed_108_9d7361,,
493,entity_held_out_simple,лечение пародонтита делаете,0.6164,hard_015,0.6462,seed_174,0.6601,var_seed_147_086f60,,
494,entity_held_out_simple,векторная чистка есть?,0.6233,hard_088,0.632,seed_107,0.632,seed_107,,
495,entity_held_out_simple,сколько адгезивные мосты,0.4982,hard_109,0.5473,seed_119,0.5982,var_seed_122_4421a6,,
496,entity_held_out_simple,делаете ли отбеливание капами,0.6368,hard_012,0.6834,seed_071,0.7053,var_seed_071_51a93f,,
497,entity_held_out_simple,есть бюгельные протезы,0.5931,hard_090,0.6694,seed_084,0.6781,var_seed_180_0a3aa1,,
498,entity_held_out_simple,Сколько стоит пломба световая,0.8023,switch_032,0.7986,seed_121,0.7015,var_seed_114_9d203a,,
499,entity_held_out_simple,терапия корневых каналов под лупой?,0.597,hard_022,0.6742,seed_091,0.6742,seed_091,,
500,entity_held_out_simple,скока стоит трейнеры для прикуса,0.5618,switch_001,0.5692,seed_077,0.7053,var_seed_127_10f352,,
501,entity_held_out_simple,лазерное лечение десен делаете,0.6812,hard_092,0.6783,seed_098,0.7668,var_seed_098_576130,,
502,entity_held_out_simple,сколько циркониевые коронки,0.5252,hard_009,0.7241,seed_094,0.7529,var_seed_094_ad295a,,
503,entity_held_out_simple,Делаете ли селективное шлифование?,0.544,switch_011,0.5712,seed_350,0.6279,var_seed_098_80ed5a,,
504,entity_held_out_simple,гибкие протезы ставите,0.6327,hard_030,0.6708,seed_058,0.7526,var_seed_180_228bf3,,
505,entity_held_out_simple,скока кт челюсти,0.598,hard_061h,0.614,seed_079,0.743,var_seed_104_86b113,,
506,entity_held_out_simple,есть миобрейсы,0.5376,switch_014,0.5473,seed_078,0.571,var_seed_164_0c80b9,,
507,entity_held_out_simple,лечение гингивита возможно,0.6399,hard_032,0.5775,seed_150,0.6254,var_seed_209_baac4b,,
508,entity_held_out_simple,сколько стоит композитные виниры,0.5871,switch_001,0.8136,seed_109,0.63,var_seed_074_0566c3,,
509,entity_held_out_simple,делаете установку диастемных плакеток?,0.6437,switch_007,0.6483,seed_178,0.7154,var_seed_072_196ce6,,
510,entity_held_out_simple,акриловые протезы есть у вас,0.6239,hard_090,0.6882,seed_084,0.6972,var_seed_122_7d06a1,,
511,entity_held_out_simple,Скока стоит фиссурная пломба,0.7842,switch_032,0.7784,seed_121,0.7478,seed_132,,
512,entity_held_out_simple,эндодонтия машинными файлами?,0.6428,hard_073,0.5617,seed_104,0.6418,var_seed_153_4d4e50,,
513,entity_held_out_simple,есть услуга реминирализации эмали,0.6094,hard_110,0.6196,seed_211,0.6309,var_seed_211_8134df,,
514,entity_held_out_simple,сколько брекеты лингвальные,0.6347,hard_112,0.6825,seed_108,0.7213,var_seed_108_7fab6b,,
515,entity_held_out_simple,пластика уздечки делаете,0.5594,hard_090,0.7721,seed_097,0.7838,var_seed_081_8f396c,,
516,entity_held_out_simple,скока съемные протезы,0.5546,hard_030,0.7104,seed_058,0.8878,var_seed_122_158549,train>=0.85,
517,entity_held_out_simple,керамические брекеты ставят?,0.7318,hard_112,0.8229,seed_178,0.8229,seed_178,,
518,entity_held_out_simple,есть озонирование каналов,0.5354,hard_022,0.6531,seed_091,0.713,var_seed_091_de70bd,,
519,entity_held_out_simple,сколько стоит герметизация фиссур,0.6514,hard_159,0.9619,seed_132,0.9619,seed_132,"seed>=0.85,train>=0.85",
520,entity_held_out_simple,делаете ли ретенционные аппараты,0.5523,hard_025,0.5352,seed_160,0.5886,var_seed_074_551041,,
521,entity_held_out_simple,металлокерамика коронки скока,0.4722,hard_009,0.5575,seed_094,0.7329,var_seed_113_516365,,
522,entity_held_out_simple,есть лазерное вапоризаторное отбеливание?,0.6505,switch_043,0.6638,seed_112,0.7031,var_seed_098_e5c3b4,,
523,entity_held_out_simple,лечение гиперчувствительности зубов,0.6566,hard_023,0.5907,seed_001,0.6519,var_seed_004_172696,,
524,entity_held_out_simple,Сколько стоит артроскопия ВНЧС,0.5603,switch_001,0.5954,seed_117,0.6019,var_seed_116_fb0fd2,,
525,entity_held_out_simple,делаете установку мини-имплантов,0.6801,switch_007,0.6924,seed_072,0.7959,var_seed_072_196ce6,,
526,entity_held_out_simple,скока аппараты функциональной окклюзии,0.4287,hard_050,0.4697,seed_058,0.6849,var_seed_122_158549,,
527,entity_held_out_simple,есть услуга установки телескопических коронок,0.5724,hard_082,0.6351,seed_215,0.6514,var_seed_093_66ffd0,,
528,entity_held_out_simple,процедура установки кнопочных замков для протезов?,0.586,hard_111,0.6381,seed_180,0.6571,var_seed_180_228bf3,,
529,entity_held_out_simple,сколько стоит шлифовка зубов,0.7307,hard_001,0.7408,seed_131,0.844,var_seed_107_6fa8a1,,
530,entity_held_out_simple,есть лазерное отбеливание зубов?,0.6953,hard_023,0.6758,seed_112,0.7843,var_seed_098_fef186,intra_pool>=0.90,Есть ли лазерное отбеливание?
531,entity_held_out_simple,сколько протезирование на имплантах?,0.764,hard_095,0.8075,seed_084,0.8367,var_seed_122_4421a6,,
532,entity_held_out_simple,устанавливаете брекеты сапфировые?,0.7035,hard_090,0.7539,seed_178,0.7596,var_seed_178_a28ce6,,
533,entity_held_out_simple,возможна чистка ультразвуком?,0.7135,hard_114,0.6943,seed_107,0.6943,seed_107,,
534,entity_held_out_simple,лечите каналы под микроскопом?,0.6789,hard_022,0.7611,seed_091,0.7712,var_seed_123_b1c2a0,intra_pool>=0.90,лечение каналов под микроскопом возможно?
535,entity_held_out_simple,делаете съемные протезы акриловые?,0.5716,switch_035,0.6944,seed_058,0.6997,var_seed_058_d63863,,
536,entity_held_out_simple,есть услуга установки штифтов?,0.5984,hard_026,0.6022,seed_194,0.6166,var_seed_178_a28ce6,intra_pool>=0.90,есть услуга установки штифтов
537,entity_held_out_simple,керамические вкладки ставите?,0.5511,switch_007,0.7193,seed_100,0.6183,var_seed_072_196ce6,intra_pool>=0.90,керамические вкладки ставят?
538,entity_held_out_simple,профилактика для детей есть?,0.5991,hard_028,0.6724,seed_086,0.6724,seed_086,,
539,entity_held_out_simple,удаление зубов мудрости под наркозом?,0.6978,hard_005,0.7923,seed_199,0.7923,seed_199,,
540,entity_held_out_simple,элайнеры прозрачные делаете?,0.6107,hard_029,0.7226,seed_078,0.6528,var_seed_074_551041,,
541,entity_held_out_simple,пломбы светоотверждаемые ставят?,0.6765,switch_032,0.6806,seed_220,0.7281,var_seed_220_fe9782,,
542,entity_held_out_simple,резекция корня возможна?,0.5954,hard_155,0.5885,seed_007,0.5885,seed_007,,
543,entity_held_out_simple,мостовидные мосты на зубы?,0.5938,hard_109,0.6482,seed_217,0.7529,var_seed_079_c80747,,
544,entity_held_out_simple,герметизация фиссур у вас?,0.5589,switch_007,0.8161,seed_132,0.8272,var_seed_132_da3bed,,
545,entity_held_out_simple,лингвальные брекеты ставите?,0.7241,hard_112,0.7899,seed_178,0.7899,seed_178,,
546,entity_held_out_simple,фторирование эмали делают?,0.6557,hard_110,0.7258,seed_088,0.7626,var_seed_088_d87ade,,
547,entity_held_out_simple,адгезивные мосты возможны?,0.5758,hard_109,0.6144,seed_217,0.6144,seed_217,,
548,entity_held_out_simple,сколько одноэтапные импланты?,0.657,hard_095,0.6898,seed_204,0.6898,seed_204,,
549,entity_held_out_simple,пломбирование временное есть?,0.6571,hard_003,0.6985,seed_042,0.6849,var_seed_220_2dd9c1,,
550,entity_held_out_simple,кэпинг перед имплантами?,0.6324,switch_007,0.6346,seed_216,0.6548,var_seed_072_196ce6,,
551,entity_held_out_simple,самолигирующие брекеты?,0.6365,hard_004,0.6682,seed_178,0.6682,seed_178,,
552,entity_held_out_simple,серебрение зубов детям?,0.6791,hard_028,0.7159,seed_169,0.6888,var_seed_124_8287bd,,
553,entity_held_out_simple,бюгельные протезы делают?,0.586,hard_004,0.7082,seed_180,0.7291,var_seed_180_664a94,intra_pool>=0.90,есть бюгельные протезы
554,entity_held_out_simple,артроскопия челюсти есть?,0.5984,hard_163,0.6063,seed_179,0.672,var_seed_153_bcb850,,
555,entity_held_out_simple,реконструкция десны?,0.6314,hard_030,0.6904,seed_081,0.6904,seed_081,,
556,entity_held_out_simple,миниимпланты ставят?,0.6497,switch_007,0.6463,seed_196,0.6674,var_seed_170_9425c0,,
557,entity_held_out_simple,шлифовка для брекетов?,0.6447,hard_090,0.7008,seed_208,0.7008,seed_208,,
558,entity_held_out_simple,У вас есть услуга установки коронок из циркония?,0.587,hard_082,0.741,seed_113,0.814,var_seed_094_00d59f,,
559,entity_held_out_simple,возможно лечение пародонтита?,0.6733,hard_068,0.7601,seed_174,0.655,var_seed_089_a9faf1,,
560,entity_held_out_simple,металлокерамика на зубы?,0.6073,switch_037,0.6671,seed_221,0.6756,var_seed_060_cf9c7e,,
561,entity_held_out_simple,аппликации кальция делают?,0.5745,switch_007,0.5682,seed_170,0.6018,var_seed_072_196ce6,,
562,entity_held_out_simple,дискотомия челюсти?,0.6116,hard_163,0.5942,seed_008,0.679,var_seed_153_bcb850,,
563,entity_held_out_simple,гибкие протезы есть?,0.5945,hard_030,0.6665,seed_058,0.6868,var_seed_180_664a94,,
564,entity_held_out_simple,активированное отбеливание?,0.6709,switch_043,0.7082,seed_071,0.7082,seed_071,,
565,entity_held_out_simple,пластика уздечки языка?,0.5394,hard_171,0.8125,seed_097,0.8125,seed_097,,
566,entity_held_out_simple,скобы на зубы ставите?,0.5922,hard_151,0.6078,seed_232,0.6471,var_seed_349_c33c4a,,
567,entity_held_out_simple,сколько стоят пластмассовые протезы,0.6947,hard_095,0.8252,seed_122,0.8565,var_seed_122_4298ce,train>=0.85,
568,entity_held_out_simple,делаете ли реставрацию композитами?,0.5311,switch_035,0.6999,seed_099,0.6999,seed_099,,
569,entity_held_out_simple,есть ли услуга трейнеров для челюсти?,0.6245,hard_163,0.5877,seed_194,0.7071,var_seed_104_2bb4db,,
570,entity_held_out_simple,подгонка капы ночной?,0.6092,switch_033,0.6568,seed_102,0.6905,var_seed_102_1463d2,,
571,entity_held_out_simple,иммобилизация зуба?,0.6344,hard_173,0.6389,seed_001,0.6303,seed_209,,
572,entity_held_out_simple,оксид циркония коронки?,0.5319,hard_108,0.7343,seed_113,0.7519,var_seed_094_00d59f,,
573,entity_held_out_simple,магнитные замки на протезы?,0.6104,hard_030,0.7144,seed_084,0.6878,var_seed_076_c29637,,
574,entity_held_out_simple,фибровые штифты ставят?,0.5305,hard_026,0.5536,seed_178,0.5536,seed_178,,
575,entity_held_out_simple,миотерапия для детей?,0.6003,hard_028,0.6689,seed_173,0.6689,seed_173,,
576,entity_held_out_simple,телемикроскопия есть?,0.4771,hard_100,0.5456,seed_154,0.6051,var_seed_154_4deeed,,
577,entity_held_out_simple,кальцификация каналов?,0.5798,hard_022,0.6209,seed_091,0.6486,var_seed_123_b1c2a0,,
578,entity_held_out_simple,телескопические коронки?,0.5886,hard_108,0.6197,seed_113,0.6804,var_seed_094_00d59f,,
579,entity_held_out_simple,суперэластичные дуги для брекетов?,0.598,hard_090,0.6065,seed_202,0.6094,var_seed_108_e69445,,
580,entity_held_out_simple,пародонтальный скейлинг?,0.626,hard_015,0.6704,seed_174,0.5509,var_seed_089_a9faf1,,
581,entity_held_out_simple,обточка под коронку?,0.6463,hard_108,0.6701,seed_093,0.6877,var_seed_093_66ffd0,,
582,entity_held_out_simple,штифтование корневых каналов?,0.5089,hard_022,0.5845,seed_091,0.6002,var_seed_091_de70bd,,
583,entity_held_out_simple,есть ли услуга установки кнопочных замков?,0.5551,switch_024,0.5539,seed_138,0.5509,var_seed_401_372f33,,
584,entity_held_out_simple,клампы на протез?,0.63,hard_030,0.7045,seed_084,0.6936,var_seed_076_c29637,,
585,entity_held_out_simple,реминирализация эмали?,0.6546,hard_110,0.6759,seed_211,0.6759,seed_211,,
586,faq_vs_anamnesis_borderline,зуб ноет после пломбы уже неделю это норма?,0.8736,hard_011,0.6648,seed_200,0.7236,var_seed_413_f306f8,hard>=0.85,
587,faq_vs_anamnesis_borderline,ПОСЛЕ УДАЛЕНИЯ ДЕСНА КРОВИТ 2 ДНЯ НОРМАЛЬНО?,0.6627,hard_123,0.6377,seed_210,0.6572,var_seed_032_82f79c,,
588,faq_vs_anamnesis_borderline,после чистки зубы чувствит к холоду так надо?,0.7784,hard_116,0.6653,seed_026,0.8076,var_seed_004_172696,,
589,faq_vs_anamnesis_borderline,пломбу поставили щека распирает это ок,0.7127,hard_128,0.6464,seed_034,0.6651,var_seed_413_6de7f0,,
590,faq_vs_anamnesis_borderline,после импланта температура держится норма ли,0.6846,hard_111,0.7009,seed_201,0.72,var_seed_196_7d7add,,
591,faq_vs_anamnesis_borderline,каналы чистили челюсть ноет 5 дней должно быть?,0.5907,hard_138,0.6456,seed_197,0.6349,var_seed_210_70bcf6,,
592,faq_vs_anamnesis_borderline,кронку надели язык онемел это нормально,0.5814,hard_116,0.5696,seed_035,0.6079,var_seed_003_9ee53a,,
593,faq_vs_anamnesis_borderline,после отбеливания десны белые норма?,0.6931,hard_123,0.7129,seed_225,0.6582,seed_198,,
594,faq_vs_anamnesis_borderline,зуб мудрости удалили дыра болит при еде ок ли,0.7133,hard_005,0.6727,seed_199,0.7094,var_seed_070_0fbf0f,,
595,faq_vs_anamnesis_borderline,пломба свежая а зуб стучит от сладкого это норма,0.7108,hard_027,0.6851,seed_025,0.6549,var_seed_200_35aab3,,
596,faq_vs_anamnesis_borderline,после анестезии губа дергается так и должно?,0.7897,hard_061g,0.6845,seed_035,0.6367,var_seed_097_e850df,,
597,faq_vs_anamnesis_borderline,протез поставили прикус хреновый нормально ли,0.6056,hard_008,0.6126,seed_067,0.6371,var_seed_043_65b35a,,
598,faq_vs_anamnesis_borderline,удалили нерв десна опухла норма после 3 дней,0.676,hard_150,0.5976,seed_070,0.6117,var_seed_037_213bff,,
599,faq_vs_anamnesis_borderline,после полировки зубы ноют на жаре это окей,0.7318,hard_116,0.6428,seed_031,0.6701,var_seed_056_7d3c9b,,
600,faq_vs_anamnesis_borderline,имплант вкрутили щека горячая должна так быть?,0.7265,hard_059,0.643,seed_196,0.6788,var_seed_196_7d7add,,
601,faq_vs_anamnesis_borderline,пломбу менять стали язык прикусил больно норма,0.6698,hard_011,0.6544,seed_077,0.6811,var_seed_200_35aab3,,
602,faq_vs_anamnesis_borderline,после удаления флюса челюсть ноет норма ли,0.6748,hard_116,0.61,seed_070,0.6634,var_seed_056_7d3c9b,,
603,faq_vs_anamnesis_borderline,коронку поставили вкус металла во рту ок?,0.6353,hard_146,0.5958,seed_113,0.6107,var_seed_093_fe839b,,
604,faq_vs_anamnesis_borderline,чистили камень десны чешутся это нормально,0.7494,switch_037,0.718,seed_032,0.7866,var_seed_032_2d3e86,,
605,faq_vs_anamnesis_borderline,после штифта зуб трещит при жевании должно?,0.7282,hard_157,0.6764,seed_047,0.677,var_seed_200_35aab3,,
606,faq_vs_anamnesis_borderline,это нормально что после пломбы ноет зуб уже неделю,0.8483,hard_011,0.6659,seed_200,0.7173,var_seed_413_f306f8,,
607,faq_vs_anamnesis_borderline,Десна кровит после удаления зуба норма или нет?,0.843,hard_135,0.7351,seed_013,0.7802,var_seed_013_6756f9,,
608,faq_vs_anamnesis_borderline,после чистки зубы болят от горячего это ок,0.7949,hard_144,0.712,seed_026,0.739,var_seed_056_9f575f,,
609,faq_vs_anamnesis_borderline,щека опухла после лечения каналов должна так быть?,0.8105,hard_119,0.6622,seed_056,0.7239,var_seed_005_c8a869,,
610,faq_vs_anamnesis_borderline,Коронку поставили а жую давит внутри странно,0.6574,hard_009,0.6905,seed_038,0.7171,var_seed_003_fae808,,
611,faq_vs_anamnesis_borderline,температура 37 после импланта нормально держится,0.6436,hard_102,0.6383,seed_201,0.681,var_seed_196_7d7add,,
612,faq_vs_anamnesis_borderline,белый налет на десне после удаления это норма,0.6903,hard_123,0.6133,seed_070,0.6133,seed_070,,
613,faq_vs_anamnesis_borderline,зуб шатается после пломбы что за ерунда,0.7348,hard_171,0.7123,seed_014,0.7389,var_seed_014_10e644,,
614,faq_vs_anamnesis_borderline,онемение щеки осталось после анестезии долго,0.6899,hard_061e,0.7431,seed_035,0.6262,var_seed_029_560015,,
615,faq_vs_anamnesis_borderline,флюс опять надулся через день после визита,0.6697,switch_034,0.614,seed_034,0.6181,var_seed_255_92b8b4,,
616,faq_vs_anamnesis_borderline,дырка увеличилась после пломбы нормально ли,0.702,hard_103,0.6145,seed_053,0.7075,var_seed_090_e916eb,,
617,faq_vs_anamnesis_borderline,челюсть ноет после протеза жевать неудобно,0.6839,hard_136,0.6469,seed_063,0.7052,var_seed_413_717e87,,
618,faq_vs_anamnesis_borderline,после отбеливания зубы чувствительные к сладкому,0.7917,hard_023,0.6781,seed_025,0.6729,var_seed_004_172696,,
619,faq_vs_anamnesis_borderline,язык онемел после сверления зуба это ок,0.6399,hard_171,0.6701,seed_035,0.6702,var_seed_064_d1cf95,,
620,faq_vs_anamnesis_borderline,слюни текут после новой пломбы странно,0.6526,hard_103,0.6051,seed_052,0.6757,var_seed_013_3814b6,,
621,faq_vs_anamnesis_borderline,запах из рта после чистки не пропал норма?,0.6024,hard_135,0.7204,seed_011,0.5869,var_seed_077_3cd202,,
622,faq_vs_anamnesis_borderline,голова болит после долгой процедуры у дантиста,0.7288,hard_062,0.6717,seed_001,0.6865,var_seed_070_0fbf0f,,
623,faq_vs_anamnesis_borderline,ухо стреляет после лечения жевательного зуба,0.6727,hard_128,0.6923,seed_031,0.7459,var_seed_056_2b9a82,,
624,faq_vs_anamnesis_borderline,шея затекла после коронки поставили вчера,0.7446,hard_146,0.6165,seed_215,0.7026,var_seed_003_fae808,,
625,faq_vs_anamnesis_borderline,кожа на лице чешется после визита к стоматологу,0.7044,switch_037,0.6599,seed_026,0.679,var_seed_032_c18de2,,
626,doctor_name_stress,когда к петрову можно записаться,0.7045,hard_081,0.6913,seed_227,0.6913,seed_227,,
627,doctor_name_stress,Запиши к Ивановой на эту неделю,0.6834,hard_081,0.7756,seed_228,0.7756,seed_228,,
628,doctor_name_stress,сидоров андрей петрович свободен завтра?,0.6194,hard_084,0.5527,seed_229,0.5705,var_seed_244_98e373,,
629,doctor_name_stress,Василевская принимает по вечерам?,0.5932,switch_040,0.6029,seed_176,0.6134,var_seed_244_59d13c,,
630,doctor_name_stress,к козлову на понедельник запишитесь,0.716,switch_044,0.7321,seed_241,0.7502,var_seed_241_5d4dc6,,
631,doctor_name_stress,Смирнова елена вальевна когда есть окно,0.4579,hard_010,0.5864,seed_233,0.5864,seed_233,,
632,doctor_name_stress,попов свободен сегодня после обеда,0.5503,hard_068,0.5938,seed_229,0.6356,var_seed_244_98e373,,
633,doctor_name_stress,Морозова принимает по утрам?,0.5712,switch_036,0.5879,seed_227,0.7097,var_seed_244_0006fb,,
634,doctor_name_stress,запиши к новожилову срочно но не сегодня,0.7347,hard_099,0.7082,seed_236,0.6839,var_seed_273_03ddaf,,
635,doctor_name_stress,Николаев Сергей Иванович график какой,0.389,hard_168,0.3602,seed_228,0.5504,var_seed_137_0c46f9,,
636,doctor_name_stress,к светлановой можно на 15 число,0.5177,switch_041,0.5677,seed_253,0.5849,var_seed_289_a9499b,,
637,doctor_name_stress,Волков павел анатольевич принимает детей,0.5437,switch_049,0.5961,seed_141,0.6532,var_seed_173_efdd74,,
638,doctor_name_stress,орлова мария свободна в пятницу,0.5419,hard_066,0.5771,seed_281,0.6437,var_seed_277_bab026,,
639,doctor_name_stress,Запись к Григорьеву на завтра утро,0.7685,switch_036,0.7031,seed_260,0.7301,var_seed_250_f895ed,,
640,doctor_name_stress,леонтьева анна сергеевна когда выходной,0.5259,switch_011,0.533,seed_277,0.6223,var_seed_233_bf0e55,,
641,doctor_name_stress,к баранову на вечер можно ли,0.6598,switch_033,0.5855,seed_253,0.6547,var_seed_271_a6f7b0,,
642,doctor_name_stress,Федорова Ольга Петровна принимает в субботу?,0.5957,hard_081,0.6312,seed_137,0.6504,var_seed_137_37b588,,
643,doctor_name_stress,михайлов когда свободен для записи,0.5169,hard_068,0.5037,seed_252,0.5526,var_seed_274_b67954,,
644,doctor_name_stress,записаться к степанову на след неделю,0.7058,hard_081,0.8107,seed_228,0.8114,var_seed_228_a4cc50,,
645,doctor_name_stress,к петрову можно завтра записаться,0.7502,switch_021,0.7129,seed_236,0.7783,var_seed_244_29c1bb,,
646,doctor_name_stress,Свободно ли у Ивановой на этой неделе?,0.6056,hard_080,0.5849,seed_229,0.7401,var_seed_233_0b1807,,
647,doctor_name_stress,запиши к сидорову андрею петровичу,0.7854,hard_085,0.6087,seed_252,0.6338,var_seed_230_9d7807,,
