candidate_id,scenario,text,route_domain,subtype,urgency,ml_predicted_label,ml_predicted_conf,ml_gold_conf,audit_decision,audit_reason
p5_455,faq_vs_anamnesis_borderline,после штифта зуб трещит при жевании должно?,anamnesis,complaint,normal,anamnesis,0.7007,0.7007,accept,ml_agrees
p5_456,faq_vs_anamnesis_borderline,это нормально что после пломбы ноет зуб уже неделю,anamnesis,symptom,normal,anamnesis,0.6695,0.6695,accept,ml_agrees
p5_457,faq_vs_anamnesis_borderline,Десна кровит после удаления зуба норма или нет?,anamnesis,complaint,normal,anamnesis,0.5552,0.5552,accept,ml_agrees
p5_458,faq_vs_anamnesis_borderline,после чистки зубы болят от горячего это ок,anamnesis,symptom,normal,anamnesis,0.4564,0.4564,accept,ml_agrees
p5_459,faq_vs_anamnesis_borderline,щека опухла после лечения каналов должна так быть?,anamnesis,symptom,normal,anamnesis,0.7983,0.7983,accept,ml_agrees
p5_460,faq_vs_anamnesis_borderline,Коронку поставили а жую давит внутри странно,anamnesis,complaint,normal,anamnesis,0.7783,0.7783,accept,ml_agrees
p5_461,faq_vs_anamnesis_borderline,температура 37 после импланта нормально держится,anamnesis,symptom,normal,anamnesis,0.4558,0.4558,accept,ml_agrees
p5_462,faq_vs_anamnesis_borderline,белый налет на десне после удаления это норма,anamnesis,symptom,normal,anamnesis,0.5336,0.5336,accept,ml_agrees
p5_463,faq_vs_anamnesis_borderline,зуб шатается после пломбы что за ерунда,anamnesis,complaint,normal,anamnesis,0.7631,0.7631,accept,ml_agrees
p5_464,faq_vs_anamnesis_borderline,онемение щеки осталось после анестезии долго,anamnesis,symptom,normal,anamnesis,0.5649,0.5649,accept,ml_agrees
p5_465,faq_vs_anamnesis_borderline,флюс опять надулся через день после визита,anamnesis,complaint,normal,anamnesis,0.5518,0.5518,accept,ml_agrees
p5_466,faq_vs_anamnesis_borderline,дырка увеличилась после пломбы нормально ли,anamnesis,symptom,normal,anamnesis,0.5593,0.5593,accept,ml_agrees
p5_467,faq_vs_anamnesis_borderline,челюсть ноет после протеза жевать неудобно,anamnesis,complaint,normal,anamnesis,0.9671,0.9671,accept,ml_agrees
p5_468,faq_vs_anamnesis_borderline,после отбеливания зубы чувствительные к сладкому,anamnesis,symptom,normal,anamnesis,0.7281,0.7281,accept,ml_agrees
p5_469,faq_vs_anamnesis_borderline,язык онемел после сверления зуба это ок,anamnesis,symptom,normal,anamnesis,0.6993,0.6993,accept,ml_agrees
p5_470,faq_vs_anamnesis_borderline,слюни текут после новой пломбы странно,anamnesis,complaint,normal,anamnesis,0.4452,0.4452,accept,ml_agrees
p5_471,faq_vs_anamnesis_borderline,запах из рта после чистки не пропал норма?,anamnesis,symptom,normal,faq,0.4242,0.3679,accept,ml_weak_can_learn
p5_472,faq_vs_anamnesis_borderline,голова болит после долгой процедуры у дантиста,anamnesis,complaint,normal,anamnesis,0.5427,0.5427,accept,ml_agrees
p5_473,faq_vs_anamnesis_borderline,ухо стреляет после лечения жевательного зуба,anamnesis,symptom,normal,anamnesis,0.9158,0.9158,accept,ml_agrees
p5_474,faq_vs_anamnesis_borderline,шея затекла после коронки поставили вчера,anamnesis,complaint,normal,anamnesis,0.7902,0.7902,accept,ml_agrees
p5_475,faq_vs_anamnesis_borderline,кожа на лице чешется после визита к стоматологу,anamnesis,symptom,normal,anamnesis,0.4829,0.4829,accept,ml_agrees
p5_476,doctor_name_stress,когда к петрову можно записаться,faq,doctor_info,normal,booking,0.8907,0.0935,accept,hard_ml_disagree(booking@0.89)
p5_477,doctor_name_stress,Запиши к Ивановой на эту неделю,faq,doctor_info,normal,booking,0.9015,0.024,accept,hard_ml_disagree(booking@0.90)
p5_478,doctor_name_stress,сидоров андрей петрович свободен завтра?,faq,doctor_info,normal,booking,0.4957,0.2515,accept,ml_weak_can_learn
p5_479,doctor_name_stress,Василевская принимает по вечерам?,faq,doctor_info,normal,faq,0.632,0.632,accept,ml_agrees
p5_480,doctor_name_stress,к козлову на понедельник запишитесь,faq,doctor_info,normal,booking,0.9357,0.0334,accept,hard_ml_disagree(booking@0.94)
p5_481,doctor_name_stress,Смирнова елена вальевна когда есть окно,faq,doctor_info,normal,faq,0.3368,0.3368,accept,ml_agrees
p5_482,doctor_name_stress,попов свободен сегодня после обеда,faq,doctor_info,normal,booking,0.5049,0.1104,accept,ml_weak_can_learn
p5_483,doctor_name_stress,Морозова принимает по утрам?,faq,doctor_info,normal,faq,0.5807,0.5807,accept,ml_agrees
p5_484,doctor_name_stress,запиши к новожилову срочно но не сегодня,faq,doctor_info,normal,booking,0.875,0.0428,accept,hard_ml_disagree(booking@0.88)
p5_485,doctor_name_stress,Николаев Сергей Иванович график какой,faq,doctor_info,normal,faq,0.6764,0.6764,accept,ml_agrees
p5_486,doctor_name_stress,к светлановой можно на 15 число,faq,doctor_info,normal,booking,0.5443,0.1878,accept,ml_weak_can_learn
p5_487,doctor_name_stress,Волков павел анатольевич принимает детей,faq,doctor_info,normal,faq,0.828,0.828,accept,ml_agrees
p5_488,doctor_name_stress,орлова мария свободна в пятницу,faq,doctor_info,normal,booking,0.7156,0.1124,accept,hard_ml_disagree(booking@0.72)
p5_489,doctor_name_stress,Запись к Григорьеву на завтра утро,faq,doctor_info,normal,booking,0.9533,0.009,accept,hard_ml_disagree(booking@0.95)
p5_490,doctor_name_stress,леонтьева анна сергеевна когда выходной,faq,doctor_info,normal,booking,0.5005,0.2262,accept,ml_weak_can_learn
p5_491,doctor_name_stress,к баранову на вечер можно ли,faq,doctor_info,normal,booking,0.6664,0.1851,accept,ml_weak_can_learn
p5_492,doctor_name_stress,Федорова Ольга Петровна принимает в субботу?,faq,doctor_info,normal,faq,0.7059,0.7059,accept,ml_agrees
p5_493,doctor_name_stress,михайлов когда свободен для записи,faq,doctor_info,normal,booking,0.7912,0.1177,accept,hard_ml_disagree(booking@0.79)
p5_494,doctor_name_stress,записаться к степанову на след неделю,faq,doctor_info,normal,booking,0.9478,0.0218,accept,hard_ml_disagree(booking@0.95)
p5_495,doctor_name_stress,к петрову можно завтра записаться,faq,doctor_info,normal,booking,0.9655,0.0236,accept,hard_ml_disagree(booking@0.97)
p5_496,doctor_name_stress,Свободно ли у Ивановой на этой неделе?,faq,doctor_info,normal,booking,0.7075,0.191,accept,hard_ml_disagree(booking@0.71)
p5_497,doctor_name_stress,запиши к сидорову андрею петровичу,faq,doctor_info,normal,booking,0.7249,0.0378,accept,hard_ml_disagree(booking@0.72)
p5_498,doctor_name_stress,к козловой на вторник слот есть,faq,doctor_info,normal,booking,0.7542,0.1132,accept,hard_ml_disagree(booking@0.75)
p5_499,doctor_name_stress,Смирнов свободен после 18?,faq,doctor_info,normal,faq,0.5265,0.5265,accept,ml_agrees
p5_500,doctor_name_stress,помогите записаться к поповой срочно,faq,doctor_info,normal,booking,0.9323,0.0191,accept,hard_ml_disagree(booking@0.93)
p5_501,doctor_name_stress,кузнецова юлия викторовна когда принемает,faq,doctor_info,normal,faq,0.5725,0.5725,accept,ml_agrees
p5_502,doctor_name_stress,Морозов на завтра есть место?,faq,doctor_info,normal,booking,0.721,0.1864,accept,hard_ml_disagree(booking@0.72)
p5_503,doctor_name_stress,запись к новожилову на вечер,faq,doctor_info,normal,booking,0.9005,0.0174,accept,hard_ml_disagree(booking@0.90)
p5_504,doctor_name_stress,к григорьевой можно зписаться?,faq,doctor_info,normal,booking,0.6294,0.2404,accept,ml_weak_can_learn
p5_505,doctor_name_stress,ЛЕЧУ К ВАСИЛЬЕВУЙ ЧТО СКАЗАЛ?,faq,doctor_info,normal,unsupported,0.5175,0.3642,accept,ml_weak_can_learn
p5_506,doctor_name_stress,свободные дни у орловой покажите,faq,doctor_info,normal,booking,0.5523,0.101,accept,ml_weak_can_learn
p5_507,doctor_name_stress,к степанову на 20 число меня запишите,faq,doctor_info,normal,booking,0.9111,0.0216,accept,hard_ml_disagree(booking@0.91)
p5_508,doctor_name_stress,Павлова принимает детей?,faq,doctor_info,normal,faq,0.8474,0.8474,accept,ml_agrees
p5_509,doctor_name_stress,к беловой анне сергеевне слоты,faq,doctor_info,normal,unsupported,0.3853,0.3812,accept,ml_weak_can_learn
p5_510,doctor_name_stress,завтра к романова свободна?,faq,doctor_info,normal,booking,0.708,0.1652,accept,hard_ml_disagree(booking@0.71)
p5_511,doctor_name_stress,запишите ребенка к егорову,faq,doctor_info,normal,booking,0.8434,0.0669,accept,hard_ml_disagree(booking@0.84)
p5_512,doctor_name_stress,к лебедевой на утро пятницы,faq,doctor_info,normal,booking,0.6823,0.0462,accept,ml_weak_can_learn
p5_513,doctor_name_stress,ЧТО У ФЕДОРОВОЙ ГРАФИК?,faq,doctor_info,normal,faq,0.5732,0.5732,accept,ml_agrees
p5_514,mixed_intent_new,зуб ноет скоко запишитесь на завтра,anamnesis,complaint,normal,booking,0.8852,0.05,accept,hard_ml_disagree(booking@0.89)
p5_515,mixed_intent_new,Щека опухла срочно врача и цена вырывания,anamnesis,complaint,urgent,faq,0.7101,0.1662,accept,hard_ml_disagree(faq@0.71)
p5_516,mixed_intent_new,дырка в переднем зубе можно записаться в пятницу,anamnesis,complaint,normal,booking,0.8644,0.0969,accept,hard_ml_disagree(booking@0.86)
p5_517,mixed_intent_new,флюс на десне запишусь сегодня утром,anamnesis,complaint,urgent,booking,0.6543,0.2642,accept,ml_weak_can_learn
p5_518,mixed_intent_new,ноет жевательный зуб сколько стоит почистить и когда свободно,anamnesis,complaint,normal,faq,0.671,0.25,accept,ml_weak_can_learn
p5_519,mixed_intent_new,ребенку 7 лет зуб разболелся срочно прием,anamnesis,complaint,urgent,anamnesis,0.6049,0.6049,accept,ml_agrees
p5_520,mixed_intent_new,вчера ударился зуб кровит цена лечения,anamnesis,complaint,normal,faq,0.553,0.3939,accept,ml_weak_can_learn
p5_521,mixed_intent_new,Болит сильно внутри зуба запишитесь на вечер,anamnesis,complaint,urgent,booking,0.6427,0.3112,accept,ml_weak_can_learn
p5_522,mixed_intent_new,скоко вылечить зуб с дыркой и на когда запись,anamnesis,complaint,normal,faq,0.644,0.1303,accept,ml_weak_can_learn
p5_523,mixed_intent_new,опухла щека от зуба можно срочно к вам,anamnesis,complaint,urgent,anamnesis,0.6484,0.6484,accept,ml_agrees
p5_524,mixed_intent_new,зубак ноет третий день цена пломбы,anamnesis,complaint,normal,faq,0.5753,0.3561,accept,ml_weak_can_learn
p5_525,mixed_intent_new,треснул зуб грызя орех запишитесь завтра,anamnesis,complaint,urgent,booking,0.7423,0.1623,accept,hard_ml_disagree(booking@0.74)
p5_526,mixed_intent_new,помагите зуб болит скока стоит удалить,anamnesis,complaint,normal,faq,0.7866,0.156,accept,hard_ml_disagree(faq@0.79)
p5_527,mixed_intent_new,флюс у мамы срочно время приема,anamnesis,complaint,urgent,booking,0.5458,0.0734,accept,ml_weak_can_learn
p5_528,mixed_intent_new,дырка большая ноет тихо на понедельник запись,anamnesis,complaint,normal,booking,0.5677,0.2254,accept,ml_weak_can_learn
p5_529,mixed_intent_new,зубы кровоточат после еды цена осмотра,anamnesis,complaint,urgent,faq,0.5727,0.338,accept,ml_weak_can_learn
p5_530,mixed_intent_new,подростку зуб сломался можно вечером,anamnesis,complaint,normal,anamnesis,0.7006,0.7006,accept,ml_agrees
p5_531,mixed_intent_new,болит десна сильно и опухло срочно пломбировать,anamnesis,complaint,urgent,anamnesis,0.8442,0.8442,accept,ml_agrees
p5_532,mixed_intent_new,сколько чистка зуба который ноет,anamnesis,complaint,normal,faq,0.6567,0.2965,accept,ml_weak_can_learn
p5_533,mixed_intent_new,бабушке зуб разболелся запишитесь на утро,anamnesis,complaint,urgent,booking,0.7749,0.1324,accept,hard_ml_disagree(booking@0.77)
p5_534,mixed_intent_new,зуб ноет уже неделю скока удалить,anamnesis,complaint,normal,anamnesis,0.5501,0.5501,accept,ml_agrees
p5_535,mixed_intent_new,дырка в зубе болит запишитесь меня на завтра,anamnesis,complaint,urgent,booking,0.8745,0.088,accept,hard_ml_disagree(booking@0.87)
p5_536,mixed_intent_new,помогите зуб с корнем ноет цена какая,anamnesis,complaint,normal,faq,0.5265,0.4057,accept,ml_weak_can_learn
p5_537,mixed_intent_new,ребенку 7 лет зуб разболелся можно на вечер,anamnesis,complaint,urgent,anamnesis,0.5041,0.5041,accept,ml_agrees
p5_538,mixed_intent_new,флюс на зубе скока стоит лечить срочно,anamnesis,complaint,urgent,faq,0.7885,0.1644,accept,hard_ml_disagree(faq@0.79)
p5_539,mixed_intent_new,ночью зуб заболел запишусь к вам завтра,anamnesis,complaint,normal,booking,0.7966,0.1096,accept,hard_ml_disagree(booking@0.80)
p5_540,mixed_intent_new,опухла десна после яблока сколько пломба,anamnesis,complaint,normal,faq,0.5149,0.4523,accept,ml_weak_can_learn
p5_541,mixed_intent_new,зубы кровоточат надо срочно к врачу цена,anamnesis,complaint,urgent,faq,0.6086,0.2414,accept,ml_weak_can_learn
p5_542,mixed_intent_new,ноет передний зуб запишитесь на понедельник,anamnesis,complaint,normal,booking,0.8227,0.1519,accept,hard_ml_disagree(booking@0.82)
p5_543,mixed_intent_new,мне 60 лет зуб сломался скока вылечить,anamnesis,complaint,normal,faq,0.6619,0.2968,accept,ml_weak_can_learn
p5_544,mixed_intent_new,флюс раздуло щеку бежать к вам можно,anamnesis,complaint,urgent,anamnesis,0.5244,0.5244,accept,ml_agrees
p5_545,mixed_intent_new,болит жевательный зуб после супа записаться,anamnesis,complaint,normal,anamnesis,0.5762,0.5762,accept,ml_agrees
p5_546,mixed_intent_new,дочке зуб ноет третий день срочно цена,anamnesis,complaint,urgent,anamnesis,0.4714,0.4714,accept,ml_agrees
p5_547,mixed_intent_new,удар в зуб вчера болит скока удаление,anamnesis,complaint,urgent,faq,0.6228,0.2872,accept,ml_weak_can_learn
p5_548,mixed_intent_new,десна гноится зуб ноет запишусь на среду,anamnesis,complaint,normal,booking,0.5434,0.4179,accept,ml_weak_can_learn
p5_549,mixed_intent_new,зуб с дыркой ноет не сплю срочно,anamnesis,complaint,urgent,anamnesis,0.8274,0.8274,accept,ml_agrees
p5_550,mixed_intent_new,после ореха зуб заболел цена лечения,anamnesis,complaint,normal,faq,0.6513,0.2774,accept,ml_weak_can_learn
p5_551,mixed_intent_new,отцу болит корень зуба можно завтра утром,anamnesis,complaint,normal,booking,0.4801,0.3947,accept,ml_weak_can_learn
p5_552,mixed_intent_new,щека в пол лица флюс запишитесь меня,anamnesis,complaint,urgent,anamnesis,0.5156,0.5156,accept,ml_agrees
p5_553,short_ambiguous_new,КРОВЬ ИЗ ДЕСНЫ,anamnesis,symptom,urgent,anamnesis,0.7382,0.7382,accept,ml_agrees
p5_554,short_ambiguous_new,ноет жеватель,anamnesis,symptom,urgent,anamnesis,0.9175,0.9175,accept,ml_agrees
p5_555,short_ambiguous_new,боль пронзает,anamnesis,symptom,urgent,anamnesis,0.76,0.76,accept,ml_agrees
p5_556,short_ambiguous_new,дырка растет,anamnesis,symptom,urgent,anamnesis,0.6897,0.6897,accept,ml_agrees
p5_557,short_ambiguous_new,десна болитт,anamnesis,symptom,urgent,anamnesis,0.8865,0.8865,accept,ml_agrees
p5_558,short_ambiguous_new,ОПУХЛО ВСЕ,anamnesis,symptom,urgent,anamnesis,0.4895,0.4895,accept,ml_agrees
p5_559,short_ambiguous_new,пульсирует сильно,anamnesis,symptom,urgent,anamnesis,0.673,0.673,accept,ml_agrees
p5_560,short_ambiguous_new,сломала зуб,anamnesis,symptom,urgent,anamnesis,0.8467,0.8467,accept,ml_agrees
p5_561,short_ambiguous_new,жжение десны,anamnesis,symptom,urgent,anamnesis,0.8095,0.8095,accept,ml_agrees
p5_562,short_ambiguous_new,кровоточит дырка,anamnesis,symptom,urgent,anamnesis,0.8269,0.8269,accept,ml_agrees
p5_563,short_ambiguous_new,боль в корне,anamnesis,symptom,urgent,anamnesis,0.7382,0.7382,accept,ml_agrees
p5_564,short_ambiguous_new,флюз прорвало,anamnesis,symptom,urgent,anamnesis,0.7252,0.7252,accept,ml_agrees
p5_565,short_ambiguous_new,зуби крошатся,anamnesis,symptom,urgent,anamnesis,0.8685,0.8685,accept,ml_agrees
p5_566,short_ambiguous_new,болит сильно,anamnesis,symptom,urgent,anamnesis,0.7281,0.7281,accept,ml_agrees
p5_567,short_ambiguous_new,КРОВЬ ТЕЧЁТ,anamnesis,symptom,urgent,anamnesis,0.6227,0.6227,accept,ml_agrees
p5_568,short_ambiguous_new,флюс опух,anamnesis,symptom,urgent,anamnesis,0.7519,0.7519,accept,ml_agrees
p5_569,short_ambiguous_new,гной из зуба,anamnesis,symptom,urgent,anamnesis,0.8341,0.8341,accept,ml_agrees
p5_570,short_ambiguous_new,боль ночью,anamnesis,symptom,urgent,anamnesis,0.7352,0.7352,accept,ml_agrees
p5_571,short_ambiguous_new,дырка большая,anamnesis,symptom,urgent,anamnesis,0.5408,0.5408,accept,ml_agrees
p5_572,short_ambiguous_new,рот горитт,anamnesis,symptom,urgent,anamnesis,0.596,0.596,accept,ml_agrees
p5_573,short_ambiguous_new,язык онемел,anamnesis,symptom,urgent,unsupported,0.4422,0.4147,accept,ml_weak_can_learn
p5_574,short_ambiguous_new,челюсть дергается,anamnesis,symptom,urgent,anamnesis,0.9341,0.9341,accept,ml_agrees
p5_575,short_ambiguous_new,десна кровит,anamnesis,symptom,urgent,anamnesis,0.9115,0.9115,accept,ml_agrees
p5_576,short_ambiguous_new,нёбо болит,anamnesis,symptom,urgent,anamnesis,0.6747,0.6747,accept,ml_agrees
p5_577,short_ambiguous_new,вкус гнилой,anamnesis,symptom,urgent,unsupported,0.5127,0.357,accept,ml_weak_can_learn
p5_578,short_ambiguous_new,опухоль выросла,anamnesis,symptom,urgent,anamnesis,0.7554,0.7554,accept,ml_agrees
